path,coverage
sublimation-top-100-1.npy,4434374.345272087
polygas_CH4-penultimate-100-4.npy,710011.235236247
polygas_He-hallucinate-100-4.npy,759581.4055917722
polygas_H2-random-100-2.npy,745964.1515517235
polygas_O2-hallucinate-100-2.npy,712236.4276128956
polygas_CO2-random-100-0.npy,794880.5490310219
esol-penultimate-100-0.npy,748512.2096211497
polymer_o2-ensemble-100-3.npy,1375179.2975630795
polygas_N2-top-100-9.npy,3472915.4245957183
polygas_CH4-hallucinate-100-6.npy,726779.8367705733
polygas_H2-penultimate-100-7.npy,677931.316877873
polygas_O2-hallucinate-100-3.npy,622054.4386976607
polymer_density-embedding-100-3.npy,2146067.049795991
polygas_CO2-embedding-100-7.npy,608205.5260471889
bace-hallucinate-100-5.npy,1411312.2835443644
sublimation-hallucinate-100-1.npy,1231407.0083536478
polymer_o2-random-100-2.npy,1597963.77780363
polygas_O2-penultimate-100-7.npy,649898.8347102513
polygas_N2-random-100-5.npy,734526.7750105122
polygas_CO2-random-100-3.npy,1171223.0602441295
polymer_mt-ensemble-100-5.npy,3254222.711005073
logp-penultimate-100-5.npy,30889833.802556112
polygas_H2-embedding-100-3.npy,725800.3415625214
esol-ensemble-100-3.npy,572277.1558601374
polygas_CH4-top-100-7.npy,3973553.180764354
polygas_He-top-100-1.npy,4642342.186497882
polygas_O2-random-100-5.npy,747289.8313831063
polygas_CO2-hallucinate-100-9.npy,780555.258576598
polymer_o2-random-100-5.npy,1717865.3417177657
chain_gap-penultimate-100-0.npy,3143623.1534171803
sublimation-random-100-6.npy,1590036.822992026
polygas_H2-embedding-100-2.npy,853617.1384881372
polygas_N2-ensemble-100-8.npy,572630.5512200001
polygas_O2-hallucinate-100-0.npy,824853.7524233395
polygas_CO2-penultimate-100-6.npy,738084.1915254047
polygas_He-penultimate-100-1.npy,657699.4810338811
bace-ensemble-100-1.npy,1318499.5000374862
esol-ensemble-100-1.npy,572993.701940347
polygas_CH4-top-100-9.npy,3393277.6894589867
polymer_density-embedding-100-9.npy,1835137.2494369263
polymer_o2-penultimate-100-3.npy,1548653.267208307
polygas_H2-random-100-9.npy,948494.1092753868
polygas_CO2-penultimate-100-7.npy,691156.2467294589
polygas_N2-penultimate-100-8.npy,627020.7217102537
polygas_He-random-100-4.npy,947224.8756973929
polygas_O2-top-100-5.npy,2570573.90356295
sublimation-embedding-100-7.npy,1565763.718252315
polygas_CO2-embedding-100-3.npy,773988.888817437
polygas_H2-random-100-5.npy,723965.5226099038
freesolv-penultimate-100-3.npy,1266462.098070312
polymer_o2-random-100-7.npy,1481836.4745082108
polygas_N2-hallucinate-100-2.npy,692664.6287290144
polymer_tg-penultimate-100-6.npy,16851096.966591742
polygas_CH4-top-100-3.npy,3388162.5783674577
polygas_He-ensemble-100-1.npy,767465.075103851
polygas_CO2-embedding-100-2.npy,743719.2628497853
polygas_O2-top-100-0.npy,2738709.0209194273
polygas_H2-hallucinate-100-5.npy,881735.019372136
polymer_o2-top-100-7.npy,5429478.61231834
bace-hallucinate-100-4.npy,1506296.886002405
sublimation-penultimate-100-1.npy,1592079.6721655992
polygas_CH4-random-100-0.npy,763723.9820052432
freesolv-top-100-1.npy,3298371.020849946
polymer_mt-embedding-100-5.npy,3785196.502501695
polygas_O2-random-100-6.npy,736403.0765355525
bace-top-100-7.npy,9944743.7129319
polygas_H2-penultimate-100-1.npy,778034.2958517955
logp-penultimate-100-1.npy,28828203.535325296
polygas_He-penultimate-100-2.npy,814630.6403026697
polygas_CH4-penultimate-100-8.npy,711057.2556590452
polygas_CO2-top-100-7.npy,3895618.481423328
