,polymer_dD,polymer_dP,polymer_dH,solv_dD,solv_dP,solv_dH,Mw (Da),PDI,ϕ,P (MPa),target
5392,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.09746,7.7,200.0
5393,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0132,42.65,44.49
5394,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.15154,4.96,63.85
5395,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.03126,15.65,170.0
5396,13.8,3.38,4.26,13.81,0.19,0.17,18970.0,1.04,0.01577,0.1,155.0
5397,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0056,4.72,187.18
5398,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.00206,11.58,170.0
5399,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.21117,3.87,-3.2
5400,18.3,3.6,3.03,15.26,14.41,5.54,13500.0,1.06,0.18164,1.67,35.12
5401,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0532,0.1,30.38
5402,18.3,3.6,3.03,16.06,0.22,0.47,2700000.0,1.1,0.04254,0.1,66.3
5403,18.3,3.6,3.03,15.89,4.11,5.7,1971000.0,1.26,0.00083,0.1,239.5
5404,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,4.53,55.87
5405,18.3,3.6,3.03,16.67,0.1,1.48,1300000.0,1.05,0.04642,0.1,13.8
5406,18.3,3.6,3.03,15.59,5.93,7.25,100000.0,1.06,0.00602,0.1,173.2
5407,18.3,3.6,3.03,15.59,5.93,7.25,233000.0,1.06,0.00602,0.1,158.5
5408,18.3,3.6,3.03,16.06,0.22,0.47,29000.0,1.06,0.14126,0.1,32.95
5409,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1412,0.1,23.05
5410,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.07507,3.65,52.97
5411,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0622,4.47,21.8
5412,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.083,0.1,29.84
5413,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.12673,0.6,84.84
5414,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1503,0.05,24.39
5415,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.073,0.1,29.99
5416,18.3,3.6,3.03,15.57,10.24,6.84,7800.0,1.18,0.15419,0.1,13.69
5417,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.00805,3.53,55.62
5418,13.8,3.38,4.26,13.11,1.34,1.95,16370.0,1.11,0.01008,0.1,171.0
5419,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0165,0.1,22.82
5420,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.22136,1.7,166.68
5421,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.09728,0.1,23.17
5422,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.1103,0.1,28.62
5423,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0245,0.1,60.12
5424,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0273,0.1,60.2
5425,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03805,0.1,32.35
5426,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.1611,5.24,6.04
5427,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.04244,3.41,153.08
5428,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.139,2.47,42.29
5429,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,0.67,43.91
5430,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.01339,8.0,200.0
5431,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.13149,2.3,38.22
5432,18.3,3.6,3.03,15.3,2.65,0.56,123000.0,1.06,0.043,0.1,24.48
5433,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00718,7.79,212.13
5434,18.3,3.6,3.03,16.8,0.19,0.95,2000000.0,1.3,0.011,0.1,29.61
5435,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.0349,0.1,49.34
5436,18.3,3.6,3.03,15.88,3.86,5.39,600000.0,1.1,0.00836,0.1,270.9
5437,18.3,3.6,3.03,16.8,0.19,0.95,670000.0,1.1,0.02787,0.1,28.09
5438,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.199,4.65,164.03
5439,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.04379,0.1,124.8
5440,18.3,3.6,3.03,16.59,4.81,2.08,235000.0,2.1,0.09283,0.1,56.75
5441,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.1293,0.1,23.53
5442,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.01867,0.1,27.9
5443,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.19234,53.84,19.05
5444,18.3,3.6,3.03,15.26,14.41,5.54,13500.0,1.06,0.12673,1.9,35.36
5445,13.7,3.48,2.56,16.67,0.1,1.48,106000.0,5.27,0.04915,10.64,252.9
5446,18.3,3.6,3.03,16.8,0.19,0.95,90000.0,1.04,0.09916,0.1,19.76
5447,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.03834,0.1,26.8
5448,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.16581,80.0,21.21
5449,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.10014,0.1,24.18
5450,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.03653,3.05,27.63
5451,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0603,0.1,23.84
5452,15.6,7.41,4.86,16.05,5.63,3.84,48600.0,1.05,0.1959,0.1,33.91
5453,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.19394,4.9,-4.27
5454,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00172,3.41,182.71
5455,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.2069,5.05,30.75
5456,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.1094,3.87,9.02
5457,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.04638,3.43,181.26
5458,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0172,0.1,30.42
5459,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.11713,2.32,29.45
5460,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.01378,7.86,130.0
5461,18.3,3.6,3.03,16.8,0.19,0.95,2700000.0,1.1,0.01747,0.1,30.91
5462,18.3,3.6,3.03,15.3,2.65,0.56,25000.0,1.06,0.149,0.1,10.31
5463,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.1009,0.1,11.65
5464,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.21859,2.56,90.22
5465,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,9.9,33.18
5466,18.3,3.6,3.03,16.06,0.22,0.47,46400.0,1.06,0.0167,0.1,34.45
5467,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00351,8.55,221.76
5468,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,0.6,43.91
5469,13.7,3.48,2.56,15.12,0.15,0.21,60360.0,2.57,0.00351,6.6,200.07
5470,18.3,3.6,3.03,16.67,0.1,1.48,184000.0,1.07,0.16716,0.1,3.6
5471,18.3,3.6,3.03,15.3,2.65,0.56,25000.0,1.06,0.036,0.1,8.61
5472,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,9.36,52.83
5473,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.08989,0.1,124.6
5474,17.5,2.82,2.73,16.67,0.1,1.48,31200.0,1.2,0.08717,0.1,3.5
5475,16.3,9.79,7.12,15.11,15.72,38.81,124000.0,1.49,0.02726,0.1,30.01
5476,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1977,1.57,23.64
5477,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.05369,2.5,167.47
5478,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.04743,4.4,223.0
5479,15.6,7.41,4.86,16.05,5.63,3.84,95000.0,1.04,0.1894,0.1,41.95
5480,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.10221,0.92,-4.21
5481,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.12638,4.88,116.47
5482,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.12638,0.87,46.47
5483,18.3,3.6,3.03,16.8,0.19,0.95,20400.0,1.06,0.00744,0.1,4.0
5484,18.3,3.6,3.03,16.67,0.1,1.48,171900.0,1.03,0.06445,0.1,169.1
5485,16.3,9.79,7.12,15.11,15.72,38.81,124000.0,1.49,0.73915,0.1,31.67
5486,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.22857,0.92,-0.69
5487,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0528,0.1,23.82
5488,18.3,3.6,3.03,16.8,0.19,0.95,2000000.0,1.3,0.004,0.1,29.18
5489,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,1.61,39.87
5490,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.00884,0.1,25.28
5491,17.5,2.82,2.73,15.89,4.11,5.7,61400.0,1.05,0.16924,0.1,212.5
5492,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,2.43,55.99
5493,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.1293,0.1,35.85
5494,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.044,0.1,26.18
5495,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0181,0.1,30.44
5496,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2242,4.05,5.9
5497,18.3,3.6,3.03,15.48,7.15,7.95,190000.0,1.04,0.03976,0.1,27.27
5498,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0516,9.03,217.11
5499,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.3145,3.71,4.12
5500,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.03664,0.1,26.87
5501,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.06149,5.8,179.5
5502,15.1,7.69,5.38,16.87,2.7,2.26,124800.0,2.37,0.03986,11.59,187.3
5503,18.3,3.6,3.03,16.8,0.19,0.95,20400.0,1.06,0.05212,0.1,6.0
5504,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06059,7.23,202.56
5505,18.3,3.6,3.03,16.8,0.19,0.95,100000.0,1.06,0.07772,0.1,229.0
5506,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.1801,3.21,6.15
5507,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.09728,15.3,20.95
5508,18.3,3.6,3.03,18.36,6.11,4.31,86700.0,1.04,0.2708,0.1,63.88
5509,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.17549,0.1,44.35
5510,17.5,2.82,2.73,15.88,3.86,5.39,31200.0,1.2,0.12391,0.1,-35.0
5511,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.0459,0.1,23.95
5512,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.04239,6.01,199.05
5513,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,3.11,156.59
5514,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.17561,2.8,70.1
5515,17.5,2.82,2.73,16.06,0.22,0.47,20100.0,1.02,0.22289,0.1,28.85
5516,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.0936,0.1,22.92
5517,14.0,6.51,6.76,15.11,15.72,38.81,100000.0,2.0,0.08989,0.1,106.4
5518,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.01694,0.1,24.29
5519,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.0406,0.1,61.67
5520,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.0116,0.1,50.53
5521,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0749,0.1,26.1
5522,18.3,3.6,3.03,15.26,14.41,5.54,22000.0,1.03,0.08125,1.37,78.5
5523,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.0026,0.1,58.44
5524,18.3,3.6,3.03,16.8,0.19,0.95,13200000.0,1.13,0.013,0.1,32.2
5525,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13206,4.29,33.0
5526,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.17425,4.43,-4.08
5527,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.19234,78.16,19.59
5528,17.2,3.53,1.84,15.57,10.24,6.84,10500.0,1.02,0.19985,1.22,-5.1
5529,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.24615,2.08,-2.13
5530,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1393,0.46,24.15
5531,18.3,3.6,3.03,17.31,5.07,12.86,849000.0,1.45,0.00758,0.1,80.14
5532,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.04372,11.5,218.8
5533,18.3,3.6,3.03,18.36,6.11,4.31,228000.0,1.05,0.0554,0.1,76.25
5534,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0863,0.1,23.65
5535,18.3,3.6,3.03,16.67,0.1,1.48,43000.0,1.01,0.12751,0.1,181.0
5536,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.08638,0.1,20.27
5537,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0355,1.35,48.98
5538,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.1651,2.9,41.6
5539,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.18626,50.0,20.57
5540,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0132,24.79,48.5
5541,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0539,0.1,30.36
5542,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.1087,2.33,-3.98
5543,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.1432,4.9,92.84
5544,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0835,0.1,23.83
5545,18.3,3.6,3.03,17.49,0.16,0.04,90000.0,1.04,0.00406,0.1,2.1
5546,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1977,5.29,23.1
5547,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1388,0.1,24.28
5548,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0615,0.1,23.84
5549,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.08605,5.12,37.42
5550,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.11406,21.01,21.59
5551,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,2.21,37.97
5552,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,2.06,56.91
5553,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.0204,0.1,26.85
5554,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.17062,0.1,22.99
5555,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.0669,1.34,67.09
5556,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04417,5.46,187.49
5557,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.3348,0.1,10.87
5558,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.08951,0.1,26.62
5559,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.20677,0.1,23.0
5560,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.0519,5.21,41.89
5561,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.17549,0.66,73.33
5562,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.22136,2.1,27.7
5563,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0374,0.1,23.69
5564,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.04652,0.1,23.0
5565,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.04379,0.1,281.9
5566,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.11749,0.61,158.37
5567,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.11796,70.0,20.89
5568,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.029,0.1,29.94
5569,17.5,2.82,2.73,15.88,3.86,5.39,76500.0,1.1,0.02467,0.1,5.6
5570,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.0433,11.93,170.0
5571,18.3,3.6,3.03,16.07,0.18,0.55,106300.0,1.06,0.11557,2.45,52.04
5572,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.15197,84.93,11.88
5573,18.3,3.6,3.03,16.06,0.22,0.47,46400.0,1.06,0.0689,0.1,39.18
5574,18.3,3.6,3.03,17.49,0.16,0.04,233000.0,1.06,0.16689,0.1,12.8
5575,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.0285,0.1,116.0
5576,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.0922,4.98,42.29
5577,13.7,3.48,2.56,15.12,0.15,0.21,15500.0,1.08,0.02328,3.0,189.96
5578,13.8,3.38,4.26,13.81,0.19,0.17,22920.0,1.07,0.11321,0.1,153.8
5579,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.00303,7.5,183.0
5580,17.5,2.82,2.73,16.06,0.22,0.47,75600.0,1.05,0.17582,0.1,51.85
5581,18.3,3.6,3.03,15.7,4.47,6.46,600000.0,1.1,0.00843,0.1,221.4
5582,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.02967,0.1,23.92
5583,17.2,3.53,1.84,15.51,10.18,6.73,26900.0,1.06,0.21485,0.71,4.63
5584,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.11958,0.67,14.91
5585,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.08414,2.92,163.89
5586,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.15154,1.61,77.66
5587,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.01544,0.1,22.45
5588,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0603,0.1,26.37
5589,18.3,3.6,3.03,15.57,10.24,6.84,11500.0,1.07,0.15331,0.1,10.83
5590,18.3,3.6,3.03,16.8,0.19,0.95,97200.0,1.06,0.03964,0.1,20.02
5591,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.06081,2.4,159.98
5592,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.2152,0.1,22.76
5593,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.1488,0.1,45.25
5594,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.0669,4.6,65.81
5595,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.1258,0.5,38.63
5596,13.8,3.38,4.26,13.81,0.19,0.17,16370.0,1.11,0.05862,0.1,155.3
5597,17.5,2.82,2.73,15.7,4.47,6.46,61400.0,1.05,0.15944,0.1,186.1
5598,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.2906,0.1,11.97
5599,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.27287,3.75,-4.67
5600,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06059,8.41,212.34
5601,17.2,3.53,1.84,15.51,10.18,6.73,26900.0,1.06,0.25721,0.28,-0.73
5602,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.22136,5.04,190.46
5603,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00759,0.1,21.0
5604,18.3,3.6,3.03,14.67,0.13,0.15,1240.0,1.07,0.15707,0.1,11.45
5605,18.3,3.6,3.03,14.34,0.11,0.13,1240.0,1.07,0.07229,0.1,11.25
5606,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0362,0.1,26.47
5607,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08164,4.8,240.41
5608,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0456,0.1,23.64
5609,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,25.34,48.53
5610,18.3,3.6,3.03,15.26,14.41,5.54,22000.0,1.03,0.16084,1.8,77.5
5611,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.18736,6.89,211.71
5612,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,45.5,18.25
5613,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.10432,1.78,91.47
5614,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.24906,5.19,-4.57
5615,18.3,3.6,3.03,16.8,0.19,0.95,286000.0,2.2,0.01447,0.1,25.8
5616,18.3,3.6,3.03,16.8,0.19,0.95,41000.0,5.12,0.1639,0.1,25.7
5617,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.12673,3.85,172.6
5618,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0812,5.52,48.48
5619,18.3,3.6,3.03,15.08,4.12,5.69,233000.0,1.06,0.02572,0.1,130.4
5620,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.06,0.02379,0.1,23.28
5621,13.8,3.38,4.26,18.2,4.73,4.42,24500.0,2.29,0.12022,0.1,48.3
5622,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0132,32.6,46.85
5623,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.05069,35.24,47.37
5624,18.3,3.6,3.03,17.49,0.16,0.04,233000.0,1.06,0.08422,0.1,14.0
5625,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.1973,0.1,22.82
5626,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,1.16,56.81
5627,18.3,3.6,3.03,16.8,0.19,0.95,190500.0,2.29,0.0102,0.1,224.3
5628,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0543,0.1,26.2
5629,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.12638,0.17,51.05
5630,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.14329,5.2,190.34
5631,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.15197,6.28,11.85
5632,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,5.25,55.34
5633,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0226,0.1,23.13
5634,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04417,2.61,167.55
5635,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.04827,3.36,238.95
5636,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.0765,0.1,19.29
5637,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.044,1.47,42.4
5638,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.17425,2.14,-3.87
5639,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.1252,0.92,98.43
5640,18.3,3.6,3.03,15.57,10.24,6.84,11500.0,1.07,0.20777,0.1,9.87
5641,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.16955,3.88,181.21
5642,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0827,0.1,23.83
5643,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.15599,0.84,11.74
5644,14.0,6.51,6.76,15.11,15.72,38.81,11615.0,1.11,0.0477,0.1,121.0
5645,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0202,0.1,27.29
5646,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1126,2.72,23.71
5647,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.15197,59.53,10.88
5648,13.7,3.48,2.56,15.12,0.15,0.21,60360.0,2.57,0.06029,1.6,160.0
5649,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.07653,1.01,157.79
5650,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.3751,0.1,18.48
5651,18.3,3.6,3.03,15.89,4.11,5.7,233000.0,1.06,0.08855,0.1,246.2
5652,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.1119,1.59,49.69
5653,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0977,3.46,23.4
5654,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.11749,0.5,33.84
5655,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.19944,0.1,22.96
5656,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.013,0.1,29.39
5657,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.02377,13.05,23.99
5658,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.07828,5.4,185.5
5659,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04777,4.77,182.46
5660,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0287,0.1,23.37
5661,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.01342,0.1,23.0
5662,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.03325,0.1,27.3
5663,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.1911,0.22,40.69
5664,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.09618,4.77,6.42
5665,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.04106,8.1,229.0
5666,18.3,3.6,3.03,16.06,0.22,0.47,20200.0,1.06,0.0279,0.1,20.6
5667,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.16659,0.75,71.46
5668,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.2226,0.1,23.21
5669,13.8,3.38,4.26,15.51,10.18,6.73,44500.0,1.51,0.00821,0.1,53.4
5670,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.2265,3.89,36.59
5671,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.11749,1.31,163.51
5672,17.5,2.82,2.73,16.06,0.22,0.47,75600.0,1.05,0.06719,0.1,56.05
5673,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.21273,0.9,10.49
5674,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.13891,0.1,19.8
5675,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.0757,3.8,169.93
