,temperature_C,NValance_composition_average,HeatFusion_arithmetic_average,valence_composition_average,ThermalConductivity_composition_average,ThirdIonizationEnergy_composition_average,ElectricalConductivity_arithmetic_average,MiracleRadius_composition_average,pH2O,IonicRadii_composition_average,BulkModulus_composition_average,ThermalExpansionCoefficient_composition_average,BCCfermi_composition_average,Density_composition_average,HHIr_composition_average,Polarizability_composition_average,CovalentRadii_composition_average,Column_composition_average,SpaceGroupNumber_composition_average,BCCenergy_pa_composition_average,SpecificHeatCapacity_composition_average,HeatCapacityMass_composition_average,BCCvolume_pa_composition_average,MendeleevNumber_composition_average,GSenergy_pa_composition_average,target
15,350.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.016
16,380.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.15
17,400.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.15
18,420.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.126
19,430.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.126
20,450.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.0819999999999999
21,500.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.0819999999999999
22,550.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.062
23,600.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.062
24,650.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.032
25,700.0,6.02,9.506,2.36,21.903640000000006,44.57244,7.879999999999999,101.86,0.023,1.2083999999999997,40.48,472.356,4.3219409186,2869.8974,1384.0,7.937200000000002,0.9458,12.02,87.9,-3.6138673478,0.67998,0.67982,14.591,66.38,-5.0338290311,0.032
26,100.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.033
27,200.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.033
28,300.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.033
29,400.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.033
30,500.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.034
31,600.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.034
32,600.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.032
33,800.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.02,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.032
34,900.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.2,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.031
35,1000.0,6.36,7.225,2.3600000000000003,12.15444,47.55112,3.8,112.08,0.2,1.2355999999999998,11.560000000000002,476.42,3.8123936084,1815.8574,1336.0,7.4328,1.1032,12.36,82.52000000000002,-2.6815106648,0.6712,0.67104,19.9048,67.04,-4.075825921,0.031
36,200.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.027
37,250.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.027
38,300.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.018
39,350.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.018
40,400.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.013
41,450.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.013
42,500.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.012
